acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
0.238397655,-0.656570591,-0.711284807,0.05219955,0.152337463,0.176306645,0
0.238397655,-0.656570591,-0.711284807,0.05219955,0.152337463,0.176306645,0
0.254030288,-0.656570591,-0.558866634,0.01384886,0.010652969,0.02450183,0
0.254030288,-0.656570591,-0.558866634,0.01384886,0.010652969,0.02450183,0
0.34000977,-0.676111383,-0.72691744,-0.03142626,0.136890658,-0.044742472,0
0.34000977,-0.676111383,-0.72691744,-0.03142626,0.136890658,-0.044742472,0
0.394723986,-0.680019541,-0.683927699,-0.084691107,0.1219765,-0.148608924,0
0.394723986,-0.680019541,-0.683927699,-0.084691107,0.1219765,-0.148608924,0
0.27357108,-0.691744016,-0.769907181,0.075103435,0.029295666,-0.064450465,0
0.27357108,-0.691744016,-0.769907181,0.075103435,0.029295666,-0.064450465,0
0.312652662,-0.609672692,-0.597948217,0.161392487,-0.066581059,0.125172391,0
0.312652662,-0.609672692,-0.597948217,0.161392487,-0.066581059,0.125172391,0
0.261846605,-0.797264289,-0.660478749,0.349950047,-0.136890658,-0.192818747,0
0.261846605,-0.797264289,-0.660478749,0.349950047,-0.136890658,-0.192818747,0
0.27357108,-0.707376649,-0.570591109,0.619470174,-0.289760769,0.190688153,0
0.398632145,-0.234489497,-0.027357108,-0.47458979,0.032491557,-0.80589714,0
0.332193454,-0.324377137,-0.38690767,-0.616274283,-0.011185618,-0.649298489,0
1.145090376,-0.527601368,0.117244748,-1.263974827,-2.068274021,-1.528701118,0
1.145090376,-0.527601368,0.117244748,-1.263974827,-2.068274021,-1.528701118,0
1.47728383,0.195407914,0.601856375,-0.575792999,-2.601455143,-1.024283014,0
1.47728383,0.195407914,0.601856375,-0.575792999,-2.601455143,-1.024283014,0
1.47728383,0.195407914,0.601856375,-0.575792999,-2.601455143,-1.024283014,0
1.47728383,0.195407914,0.601856375,-0.575792999,-2.601455143,-1.024283014,0
1.969711773,-1.059110894,-0.22667318,-2.582812446,-1.946830169,-0.665810591,0
1.969711773,-1.059110894,-0.22667318,-2.582812446,-1.946830169,-0.665810591,0
1.821201759,-1.633610161,-0.973131412,-6.513758178,-0.894316786,-2.165216043,0
1.821201759,-1.633610161,-0.973131412,-6.513758178,-0.894316786,-2.165216043,0
1.969711773,-0.562774792,-0.02344895,-5.348855967,-2.29891081,-1.266105421,0
1.969711773,-0.562774792,-0.02344895,-5.348855967,-2.29891081,-1.266105421,0
0.934049829,0.719101124,0.941866146,-6.293774359,-2.807057454,-0.952908118,0
0.453346361,-0.035173425,2.61455789,-0.590707157,-3.460084482,0.596033641,0
-0.422081094,0.816805081,1.383488031,1.205916143,-0.757958777,1.764664392,0
-0.422081094,0.816805081,1.383488031,1.205916143,-0.757958777,1.764664392,0
-0.254030288,1.168539326,-0.25012213,-0.036752745,1.351861825,0.232234734,0
-0.254030288,1.168539326,-0.25012213,-0.036752745,1.351861825,0.232234734,0
-0.574499267,-0.453346361,-0.257938447,4.981328521,0.644504653,0.892186193,0
-0.574499267,-0.453346361,-0.257938447,4.981328521,0.644504653,0.892186193,0
0.84025403,0.461162677,-0.11333659,0.982203785,1.854681984,0.75689348,0
6.284318515,-0.453346361,0.72691744,-0.630655792,1.994235884,2.799600375,0
1.97752809,-2.266731803,-0.582315584,0.623731362,-0.447424717,4.314452633,0
0.265754763,0.195407914,2.071323889,1.876520571,-2.185456685,1.260246287,0
-0.715192965,-0.148510015,1.508549096,5.9305081,-2.881095591,0.711085712,0
-0.715192965,-0.148510015,1.508549096,5.9305081,-2.881095591,0.711085712,0
-0.355642404,-1.09037616,0.511968735,0.990193512,-0.763817911,1.565986511,0
-0.355642404,-1.09037616,0.511968735,0.990193512,-0.763817911,1.565986511,0
-0.015632633,-0.640937958,0.945774304,0.451153257,-0.578456242,0.268987479,0
-0.015632633,-0.640937958,0.945774304,0.451153257,-0.578456242,0.268987479,0
0.078163166,0.148510015,1.215437225,-1.989442047,-0.108660289,0.211994092,0
-0.422081094,-0.406448461,0.605764533,0.410139324,-0.86874966,0.93852661,0
0.128969223,-0.285295554,1.254518808,-1.703942466,0.174176051,0.188557559,0
-0.371275037,-0.398632145,0.844162189,-1.491948373,-0.75369759,-0.242887704,0
0.996580362,-0.179775281,0.156326331,0.8373234,-0.015979454,0.120378555,0
0.980947728,-0.187591597,0.211040547,0.79204828,-0.042611878,0.250344782,0
1.016121153,-0.070346849,0.511968735,-1.33961091,0.750501699,0.75369759,0
0.97703957,-0.085979482,0.472887152,-1.139335084,1.030674796,0.878337332,0
1.914997557,-1.735222277,-0.34000977,-1.86640025,0.039948635,-0.080429919,0
1.653150953,-0.586223742,0.691744016,-4.229228877,-5.529956448,-1.906881534,0
1.653150953,-0.586223742,0.691744016,-4.229228877,-5.529956448,-1.906881534,0
1.215437225,2.938935027,1.660967269,-2.67229739,1.814733348,-0.65249438,0
6.124084025,2.032242306,0.238397655,1.303390814,-2.021933604,-0.192286099,0
-0.08988764,-0.25012213,-0.535417684,-1.487154537,-1.202187604,0.104931749,0
0.836345872,-0.293111871,-0.617489008,-0.238093868,0.694573609,-0.222114413,0
0.883243771,-0.078163166,0.218856864,-0.521995504,0.274313964,1.049317492,0
0.902784563,-0.207132389,0.398632145,1.057839868,-0.597098938,-1.310847892,0
0.934049829,-0.164142648,0.38690767,1.141465678,-0.370190689,-0.874608793,0
0.980947728,-0.007816317,0.312652662,-0.696704203,0.420792294,2.113016493,0
0.808988764,0.070346849,0.242305813,0.257801861,-0.345156211,1.148390108,0
0.808988764,0.070346849,0.242305813,0.257801861,-0.345156211,1.148390108,0
0.969223254,-0.035173425,0.390815828,-0.185894317,0.124107094,-0.51986491,0
0.836345872,-0.027357108,0.308744504,0.194949341,-0.245018298,-0.321719678,0
0.941866146,0.042989741,0.441621886,0.975812003,-0.472991844,-0.842117236,0
0.738641915,-0.191499756,0.382999511,1.68157123,-0.108660289,-0.08362581,0
1.653150953,1.379579873,-0.437713727,-1.593151583,-2.922642172,-0.274846612,0
2.297997069,0.758182706,0.410356619,0.902306514,-3.86542997,-1.299662275,0
3.380556913,-0.152418173,0.554958476,2.135920377,-5.404251409,-1.511656367,0
3.048363459,-2.43087445,0.965315095,1.951624006,-5.542207363,-0.691910367,0
1.020029311,-4.549096238,2.395701026,-1.309249947,-6.251695129,1.978789078,0
-0.031265266,-2.004885198,2.595017098,-3.04887986,-3.614552539,6.613896091,0
-0.031265266,-2.004885198,2.595017098,-3.04887986,-3.614552539,6.613896091,0
1.309233024,-0.484611627,2.473864191,-4.394349904,-0.888990302,9.759185325,0
1.309233024,-0.484611627,2.473864191,-4.394349904,-0.888990302,9.759185325,0
0.304836346,2.888128969,0.441621886,0.353145938,0.159794542,-0.16032719,0
1.199804592,-1.289692233,-0.211040547,-0.398953706,-0.423988185,-3.024378031,0
0.95359062,-0.554958476,-0.996580362,-2.630750809,1.319370268,-3.410015525,0
0.95359062,-0.554958476,-0.996580362,-2.630750809,1.319370268,-3.410015525,0
0.394723986,-0.398632145,-0.519785051,-2.713843971,-0.200275826,-2.916250391,0
0.222765022,0.359550562,-0.031265266,2.595063361,-1.069025486,2.933295142,0
0.582315584,-0.574499267,-0.605764533,-0.042611878,0.016512103,-0.096942022,0
0.586223742,-0.539325843,-0.594040059,0.184296372,-0.089484943,0.064983114,0
0.609672692,-0.484611627,-0.6370298,-0.112388828,-0.037818042,-0.126770337,0
0.562774792,-0.508060576,-0.6370298,-0.041546581,-0.084691107,-0.117715313,0
0.594040059,-0.511968735,-0.629213483,-0.007989727,-0.033024205,-0.007989727,0
0.5901319,-0.511968735,-0.621397167,-0.004261188,-0.019707994,-0.074038138,0
1.047386419,-0.203224231,-0.609672692,-1.400332836,-2.44911768,-0.810158328,0
1.047386419,-0.203224231,-0.609672692,-1.400332836,-2.44911768,-0.810158328,0
0.934049829,-0.34000977,-0.175867123,-0.174176051,-1.864802305,-1.000846481,0
0.644846116,-0.218856864,0.054714216,-1.985713508,-1.006172966,-0.930536883,0
0.277479238,-0.242305813,0.058622374,-2.60252044,-0.287630176,-0.483112165,0
0.08988764,0.468978994,0.789447973,-0.701498039,-0.689779773,-0.862890527,0
1.602344895,0.433805569,-0.308744504,-6.907918048,-0.206134959,-0.047405714,0
1.31704934,0.422081094,-0.855886663,-1.878118516,-0.708955118,-0.948646931,0
0.910600879,2.641914998,0.609672692,2.350577712,-1.519113445,0.096409374,0
0.910600879,2.641914998,0.609672692,2.350577712,-1.519113445,0.096409374,0
1.61406937,1.055202736,-0.50024426,0.235963274,-1.734836077,0.569933866,0
1.61406937,1.055202736,-0.50024426,0.235963274,-1.734836077,0.569933866,0
-0.203224231,-1.430385931,-1.426477772,5.211432661,-3.497369875,0.553421764,0
-0.203224231,-1.430385931,-1.426477772,5.211432661,-3.497369875,0.553421764,0
-0.11333659,0.214948705,-0.445530044,-0.635982277,-1.636828758,-2.146573347,0
-0.11333659,0.214948705,-0.445530044,-0.635982277,-1.636828758,-2.146573347,0
0.699560332,1.332681974,-0.648754275,-4.403937576,-3.229447693,-1.134008599,0
0.699560332,1.332681974,-0.648754275,-4.403937576,-3.229447693,-1.134008599,0
0.085979482,0.437713727,-0.996580362,-1.407257266,-1.179816368,-0.224245007,0
0.085979482,0.437713727,-0.996580362,-1.407257266,-1.179816368,-0.224245007,0
0.085979482,0.437713727,-0.996580362,-1.407257266,-1.179816368,-0.224245007,0
0.085979482,0.437713727,-0.996580362,-1.407257266,-1.179816368,-0.224245007,0
-0.015632633,0.508060576,-0.680019541,-0.635449628,-1.798221245,0.247148892,0
-0.015632633,0.508060576,-0.680019541,-0.635449628,-1.798221245,0.247148892,0
-0.003908158,0.805080606,-0.859794822,-0.455414445,-1.622447249,0.415998458,0
-0.003908158,0.805080606,-0.859794822,-0.455414445,-1.622447249,0.415998458,0
0.019540791,0.562774792,-0.668295066,-0.019707994,-1.804613027,0.472991844,0
0.019540791,0.562774792,-0.668295066,-0.019707994,-1.804613027,0.472991844,0
-0.171958964,0.930141671,-1.360039082,0.237561219,-2.05122927,0.431977912,0
-0.171958964,0.930141671,-1.360039082,0.237561219,-2.05122927,0.431977912,0
0.312652662,0.316560821,0.254030288,1.735901374,-1.1164312,0.641308762,0
0.312652662,0.316560821,0.254030288,1.735901374,-1.1164312,0.641308762,0
-0.031265266,0.511968735,-0.805080606,1.725248405,-0.910828889,0.330242053,0
-0.031265266,0.511968735,-0.805080606,1.725248405,-0.910828889,0.330242053,0
-0.27357108,0.683927699,-0.855886663,2.169477231,-1.740162562,0.529452582,0
-0.27357108,0.683927699,-0.855886663,2.169477231,-1.740162562,0.529452582,0
-0.074255007,0.312652662,-1.141182218,1.268236015,-0.08362581,0.178437239,0
-0.074255007,0.312652662,-1.141182218,1.268236015,-0.08362581,0.178437239,0
0.101612115,-0.031265266,-1.223253542,2.53966792,-0.737185487,0.819746,0
0.101612115,-0.031265266,-1.223253542,2.53966792,-0.737185487,0.819746,0
0.230581339,0.52369321,0.34000977,3.382317805,-1.096190558,1.487154537,0
0.918417196,-0.074255007,0.132877382,0.747838456,0.276444558,0.319056435,0
0.828529555,-0.27357108,0.168050806,-0.498026322,-0.034089502,0.258334509,0
1.219345383,-1.438202247,0.738641915,-0.829866321,-4.09553411,-5.821847812,0
1.219345383,-1.438202247,0.738641915,-0.829866321,-4.09553411,-5.821847812,0
1.559355154,-2.708353688,0.566682951,0.647167895,-0.142217142,-6.428534423,0
2.759159746,-3.716658525,-0.042989741,-5.12461096,-0.239691813,-4.380501043,0
2.759159746,-3.716658525,-0.042989741,-5.12461096,-0.239691813,-4.380501043,0
2.387884709,-1.481191988,1.59062042,-1.685832418,-4.779987398,5.929442803,0
4.15828041,-0.77381534,0.676111383,-2.542331162,-8.167099039,8.718922857,0
4.15828041,-0.77381534,0.676111383,-2.542331162,-8.167099039,8.718922857,0
0.230581339,4.435759648,1.668783586,-0.585380672,-8.027545139,9.436932999,0
0.230581339,4.435759648,1.668783586,-0.585380672,-8.027545139,9.436932999,0
0.734733757,2.126038105,-0.558866634,-2.698929813,-2.451780922,0.923079804,0
0.734733757,2.126038105,-0.558866634,-2.698929813,-2.451780922,0.923079804,0
2.809965804,1.231069858,0.390815828,0.207200256,4.859352021,-7.482645751,0
2.809965804,1.231069858,0.390815828,0.207200256,4.859352021,-7.482645751,0
2.59110894,0.308744504,0.492427943,-0.090017592,3.535187916,-7.284500519,0
1.11382511,-0.406448461,1.59062042,4.744832599,0.717477493,-1.703942466,0
0.86370298,-4.357596483,-0.38690767,7.719674321,-1.590488341,0.846378424,0
0.95359062,-2.208109428,-0.738641915,0.347286804,2.702658353,-0.852770206,0
0.95359062,-2.208109428,-0.738641915,0.347286804,2.702658353,-0.852770206,0
-0.230581339,-4.494382022,-2.798241329,-1.567051808,2.883758834,1.785437682,0
-0.230581339,-4.494382022,-2.798241329,-1.567051808,2.883758834,1.785437682,0
0.594040059,-0.734733757,-0.812896922,-7.702096922,1.586759802,2.116212384,0
0.77381534,0.828529555,0.246213972,-2.689874789,0.720140736,1.966005514,0
1.942354665,3.325842697,0.171958964,-11.0236928,5.143786305,3.348228302,0
1.617977528,-1.262335125,0.207132389,0.940657204,-1.297531681,1.399800187,0
1.035661944,-0.558866634,0.007816317,0.727065166,-0.883663817,0.021838587,0
1.035661944,-0.558866634,0.007816317,0.727065166,-0.883663817,0.021838587,0
0.594040059,-0.207132389,-0.039081583,-0.338764429,0.203471717,-0.909230944,0
0.594040059,-0.207132389,-0.039081583,-0.338764429,0.203471717,-0.909230944,0
0.672203224,-0.187591597,0.265754763,-0.947048985,0.629590495,-1.138802436,0
0.672203224,-0.187591597,0.265754763,-0.947048985,0.629590495,-1.138802436,0
0.551050318,-0.238397655,0.175867123,-1.167565453,0.179502535,-1.28368282,0
1.528089888,-0.808988764,0.035173425,-3.527198189,-0.584315375,-3.20601116,0
1.531998046,-0.191499756,0.402540303,-3.470204803,-1.162771617,-3.369001593,0
1.531998046,-0.191499756,0.402540303,-3.470204803,-1.162771617,-3.369001593,0
0.171958964,-0.379091353,-0.289203713,-0.809093031,-1.55586619,-0.613078393,0
0.171958964,-0.379091353,-0.289203713,-0.809093031,-1.55586619,-0.613078393,0
0.394723986,-0.496336102,-0.461162677,-1.971864648,-0.361668313,1.07808051,0
